species,count
Anisomeles,1
Bucida,1
Stryphnodendron,1
Apoplanesia,1
Pomax,1
Viminaria,1
Exothea,1
Gaussia,1
Platylobium,1
Comocladia,1
Westringia,1
Ginoria,1
Brachtia,1
Haematoxylum,1
Coccothrinax,1
Pictetia,1
Xanthosia,1
Sarcoglyphis,1
Erythropalaceae,1
Brunellia,1
Micraira,1
Asperula,1
Mitrasacme,1
Hypelate,1
Eudicot,1
Briquetia,1
Ionactis,1
Micromyrtus,1
Helianthemum,1
Fimbristylis,1
Cyclopogon,1
Capnoides,1
Erithalis,1
Laguncularia,1
Perymenium,1
Melica,1
Spiranthes,1
Hippomane,1
Aiphanes,1
Psychopsis,1
Pseudocentrum,1
Trisetella,1
Asclepiadaceae,1
Pullenia,1
Cyclanthaceae,1
Sauroglossum,1
Bontia,1
Tripogandra,1
Taeniophyllum,1
Volkameria,1
Lythraceae,1
Bastardiopsis,1
Ochrosperma,1
Aethusa,1
Stackhousia,1
Stenotus,1
Micropholis,1
Cosmibuena,1
Caryophyllales,1
Haplocoelum,1
Curtisia,1
Polygonaceae,1
Musanga,1
Maesopsis,1
Alberta,1
Hexalobus,1
Tridens,1
Colophospermum,1
Ensete,1
Mitriostigma,1
Diplorhynchus,1
Laurophyllus,1
Ariocarpus,1
Colpoon,1
Strombosiopsis,1
Cassine,1
Pancovia,1
Hymenodictyon,1
Baikiaea,1
Scottellia,1
Sclerocroton,1
Inhambanella,1
Coddia,1
Bigelowia,1
Pseudosalacia,1
Blighia,1
Gonioma,1
Rawsonia,1
Amblygonocarpus,1
Adenopodia,1
Barteria,1
Briza,1
Freylinia,1
Clausena,1
Mischarytera,1
Stemona,1
Dactyladenia,1
Wrightia,1
Rhynchocalyx,1
Schumanniophyton,1
Uvariodendron,1
Piptostigma,1
Hymenocardia,1
Rhodognaphalon,1
Chaptalia,1
Cunonia,1
Ptychopetalum,1
Brabejum,1
Sibangea,1
Phymaspermum,1
Kigelia,1
Salicaceae,1
Cuviera,1
Dichostemma,1
Cnestis,1
Syncolostemon,1
Cordyla,1
Ekebergia,1
Dahlgrenodendron,1
Ammophila,1
Bivinia,1
Ancylobotrys,1
Glyphaea,1
Umtiza,1
Cassinopsis,1
Tiliacora,1
Kirkia,1
Androstachys,1
Apodytes,1
Crossopteryx,1
Azanza,1
Azima,1
Anthonotha,1
Lydenburgia,1
Pogonia,1
Callichilia,1
Iva,1
Fernandoa,1
Osyris,1
Thilachium,1
Toddalia,1
Chazaliella,1
Didelta,1
Pappea,1
Burttdavya,1
Stenanthium,1
Coelocaryon,1
Morelia,1
Mareyopsis,1
Lachnanthes,1
Klaineanthus,1
Sclerolepis,1
Ctenium,1
Rhamnella,1
Pseudobersama,1
Malephora,1
Xanthocercis,1
Chortolirion,1
Magnistipula,1
Monanthotaxis,1
Chrysobalanaceae,1
Entandrophragma,1
Haemanthus,1
Kraussia,1
Oncinotis,1
Mallotus,1
Gerrardina,1
Protorhus,1
Crassula,1
Seemannaralia,1
Barringtonia,1
Dais,1
Chaetachme,1
Xymalos,1
Virgilia,1
Cleistochlamys,1
Zygophyllum,1
Allocassine,1
Mascarenhasia,1
Xeroderris,1
Burchellia,1
Oricia,1
Diogoa,1
Holarrhena,1
Nuxia,1
Halleria,1
Berzelia,1
Washingtonia,1
Argyreia,1
Thamnocalamus,1
Tipuana,1
Dillwynia,1
Daviesia,1
Spathodea,1
Eleusine,1
Pyracantha,1
Conospermum,1
Plumbago,1
Paulownia,1
Weinmannia,1
Hovenia,1
Comesperma,1
Gelsemium,1
Ceratonia,1
Brahea,1
Dioscoreaceae,1
Calytrix,1
Bombax,1
Severinia,1
Rhizophoraceae,1
Violaceae,1
Toona,1
Brunoniella,1
Anthocleista,1
Obetia,1
Phaeoptilum,1
Alloplectus,1
Boronia,1
Alfaroa,1
Wodyetia,1
Pereskia,1
Hyaenanche,1
Zeuxine,1
Nephelaphyllum,1
Laxmannia,1
Hymenorchis,1
Euchlora,1
Bolusia,1
Amelichloa,1
Jacksonia,1
Homoranthus,1
Viscaria,1
Transberingia,1
Jacquemontia,1
Strophostyles,1
Meliosma,1
Eritrichium,1
Gonzalagunia,1
Jaltomata,1
Douglasia,1
Glandularia,1
Myriocarpa,1
Rehdera,1
Cleistanthus,1
Haemodorum,1
Sphaeradenia,1
Gahnia,1
Landolphia,1
Eurychorda,1
Eriostemon,1
Oxytenanthera,1
Calpurnia,1
Hippobromus,1
Tylecodon,1
Blandfordia,1
Argyrolobium,1
Leucosidea,1
Bachmannia,1
Aurinia,1
Chondropetalum,1
Vitellariopsis,1
Cotyledon,1
Nymania,1
Cucumis,1
Disphyma,1
Cavacoa,1
Glenniea,1
Stoeberia,1
Harpephyllum,1
Kiggelaria,1
Boraginaceae,1
Saxifragaceae,1
Liliaceae,1
Bobgunnia,1
Oncosiphon,1
Milicia,1
Loxostylis,1
Erianthus,1
Cladostemon,1
Brexia,1
Lasiodiscus,1
Aletris,1
Phormium,1
Thamnochortus,1
Arctotheca,1
Meiostemon,1
Annesorhiza,1
Actinidiaceae,1
Bauera,1
Gentianaceae,1
Paragonia,1
Schinziophyton,1
Lecaniodiscus,1
Lachnocaulon,1
Peddiea,1
Baloskion,1
Gloveria,1
Breonadia,1
Aphloia,1
Nyctaginaceae,1
Helinus,1
Ericaceae,1
Mackaya,1
Heeria,1
Philenoptera,1
Aotus,1
Anginon,1
Heywoodia,1
Angophora,1
Triplochiton,1
Hugonia,1
Flacourtia,1
Listera,1
Amaranthaceae,1
Hypocalyptus,1
Amaryllidaceae,1
Ricinocarpos,1
Marah,1
Sarcopetalum,1
Diplotaxis,1
Hydrocharis,1
Patis,1
Parolinia,1
Scheuchzeria,1
Bolboschoenus,1
Paracaryum,1
Benstonea,1
Hemerocallis,1
Palisota,1
Otatea,1
Adenocalymma,1
Orychophragmus,1
Orthrosanthus,1
Oroxylum,1
Orontium,1
Ornduffia,1
Norantea,1
Nesocodon,1
Neoregelia,1
Neoglaziovia,1
Nasturtium,1
Dulichium,1
Scilla,1
Peltandra,1
Kimnachia,1
Reineckea,1
Sabulina,1
Quesnelia,1
Penthorum,1
Echinops,1
Kolkwitzia,1
Taenidia,1
Alkekengi,1
Punica,1
Pseudorhipsalis,1
Phlomis,1
Omalotheca,1
Portea,1
Inula,1
Pogostemon,1
Plagius,1
Epigaea,1
Vincetoxicum,1
Ceodes,1
Pinellia,1
Microchirita,1
Marantochloa,1
Manfreda,1
Exacum,1
Hatiora,1
Harrisia,1
Gustavia,1
Microstegium,1
Globularia,1
Gastrolobium,1
Fumana,1
Fuchsia,1
Ferraria,1
Aplectrum,1
Helwingia,1
Eucrosia,1
Apiaceae,1
Eucharis,1
Chamaelirium,1
Eranthemum,1
Eomecon,1
Echinodorus,1
Echeandia,1
Drymophloeus,1
Hebenstretia,1
Hippeastrum,1
Fevillea,1
Jubaea,1
Mammea,1
Machilus,1
Ludisia,1
Limonium,1
Lamprocapnos,1
Lagenandra,1
Koehneria,1
Markea,1
Kennedia,1
Odonellia,1
Holboellia,1
Omphalea,1
Chrysojasminum,1
Phryganocydia,1
Illicium,1
Hyoscyamus,1
Hydnophytum,1
Rhabdadenia,1
Hyacinthoides,1
Holmskioldia,1
Staphylea,1
Retama,1
Rhodocoma,1
Itea,1
Uncarina,1
Osa,1
Neviusia,1
Wolffia,1
Liriope,1
Spirodela,1
Arthraxon,1
Pachysandra,1
Atropa,1
Camptotheca,1
Lipochaeta,1
Agarista,1
Ledebouria,1
Abelia,1
Trachystemon,1
Stylophorum,1
Stewartia,1
Chasmanthium,1
Danae,1
Sparrmannia,1
Vasconcellea,1
Deutzia,1
Zigadenus,1
Astilbe,1
Eleutherococcus,1
Adonis,1
Weberocereus,1
Stachyurus,1
Crocus,1
Sassafras,1
Goudaea,1
Trichoglottis,1
Disocactus,1
Veltheimia,1
Callirhoe,1
Lawsonia,1
Lepismium,1
Tetramicra,1
Hosta,1
Weigela,1
Cynorkis,1
Euscaphis,1
Platycodon,1
Neobathiea,1
Warburgia,1
Pseudofumaria,1
Rhodospatha,1
Reynoutria,1
Lavandula,1
Ampalis,1
Stenospermation,1
Acmella,1
Conoclinium,1
Polygaloides,1
Armoracia,1
Apios,1
Holosteum,1
Spathicarpa,1
Pulmonaria,1
Sparaxis,1
Seemannia,1
Saruma,1
Floerkea,1
Taraxia,1
Salpichroa,1
Sairocarpus,1
Parietaria,1
Rhopalocarpus,1
Consolida,1
Disporum,1
Aneilema,1
Eubotrys,1
Phemeranthus,1
Centranthus,1
Tristellateia,1
Trochodendron,1
Anisacanthus,1
Cynara,1
Edgeworthia,1
Aloysia,1
Tetradenia,1
Rhapidophyllum,1
Lycoris,1
Teline,1
Medinilla,1
Stylidium,1
Polypremum,1
Corylopsis,1
Strongylodon,1
Nototrichium,1
Hesperaloe,1
Satureja,1
Dischidia,1
Dietes,1
Leucojum,1
Dicranopygium,1
Orchidantha,1
Murdannia,1
Monocostus,1
Gentianopsis,1
Louteridium,1
Perideridia,1
Fittonia,1
Luetkea,1
Chorigyne,1
Alyogyne,1
Hierochloe,1
Myrrhis,1
Ulex,1
Blumeodendron,1
Hemizonella,1
Hydnocarpus,1
Laburnum,1
Lilaeopsis,1
Nothocalais,1
Neonauclea,1
Chorispora,1
Balsamorhiza,1
Doronicum,1
Procris,1
Dipteryx,1
Microseris,1
Luina,1
Lacistema,1
Yabea,1
Pombalia,1
Hura,1
Ozomelis,1
Robrichia,1
Eucephalus,1
Conium,1
Pseuderanthemum,1
Chamguava,1
Cavanillesia,1
Axyris,1
Leptarrhena,1
Amaioua,1
Alseis,1
Delphinium,1
Tapeinochilos,1
Schaueria,1
Singaporandia,1
Crocidium,1
Downingia,1
Ericameria,1
Melanochyla,1
Ipomopsis,1
Drimycarpus,1
Paranephelium,1
Purshia,1
Sapindaceae,1
Dimocarpus,1
Dictyoneura,1
Burseraceae,1
Parartocarpus,1
Pericampylus,1
Acorus,1
Prainea,1
Hosackia,1
Glehnia,1
Vitaceae,1
Ampelocissus,1
Codonoboea,1
Zingiberaceae,1
[Merremia],1
Albertisia,1
Coscinium,1
Polycnemum,1
Pyramidanthe,1
Spatholobus,1
Thermopsis,1
Oemleria,1
Piriqueta,1
Lunaria,1
Ixonanthes,1
Berula,1
Trivalvaria,1
Cyathocalyx,1
Aquilaria,1
Arcangelisia,1
Trichospermum,1
Crocosmia,1
Camelina,1
Gynotroches,1
Egeria,1
Imperata,1
Magnoliophyta,1
Onobrychis,1
Tinomiscium,1
Trollius,1
Lacmellea,1
Achlys,1
Vernoniopsis,1
Miscanthus,1
Argyranthemum,1
Argemone,1
Anigozanthos,1
Pleioblastus,1
Polypogon,1
Amydrium,1
Alluaudia,1
Adina,1
Tulipa,1
Eremopyrum,1
Syncephalum,1
Stenocline,1
Psiadiella,1
Aerva,1
Aizoon,1
Oliganthes,1
Megistostegium,1
Asphodelus,1
Lowryanthus,1
Aristea,1
Campeiostachys,1
Citrullus,1
Carlephyton,1
Dianthera,1
Davidia,1
Cylindrocline,1
Cyclamen,1
Ctenanthe,1
Citropsis,1
Chimonanthus,1
Cheirolophus,1
Chamaeranthemum,1
Canarina,1
Azorina,1
Cistanthe,1
Bulbine,1
Brownea,1
Bituminaria,1
Biophytum,1
Catabrosa,1
Billbergia,1
Billardiera,1
Beaufortia,1
Calligonum,1
Cressa,1
Lafoensia,1
Heterocodon,1
Rhaphidophora,1
Gonocaryum,1
Handroanthus,1
Stylogyne,1
Rosenbergiodendron,1
Chromolaena,1
Tetrameles,1
Perebea,1
Zehneria,1
Carum,1
Thevetia,1
Suksdorfia,1
Damburneya,1
Lewisia,1
Limnanthes,1
Monteverdia,1
Soliva,1
Lindackeria,1
Moquilea,1
Swertia,1
Elaeis,1
Tocoyena,1
Iphiona,1
Salvadora,1
Fagonia,1
Gisekia,1
Haloxylon,1
Hubertia,1
Euploca,1
Lasiurus,1
Limeum,1
Lasiosiphon,1
Gerbera,1
Carrichtera,1
Trattinnickia,1
Enchylaena,1
Eremophila,1
Dissocarpus,1
Chazaroa,1
Apodocephala,1
Lychnophora,1
Vellozia,1
Homalomena,1
Anadendrum,1
Peristeria,1
Parrotia,1
Toechima,1
Selago,1
Chelonistele,1
Portulacaceae,1
Caularthron,1
Cadetia,1
Braemia,1
Heteropogon,1
Ascochilopsis,1
Eichlerangraecum,1
Angraecopsis,1
Ancistrochilus,1
Anathallis,1
Acianthera,1
Aganisia,1
Melhania,1
Yeatesia,1
Wedelia,1
Warnockia,1
Vigethia,1
Vauquelinia,1
Thelesperma,1
Tetragonotheca,1
Linderniaceae,1
Ceropegia,1
Chondroscaphe,1
Prismatomeris,1
Maranthes,1
Coeliopsis,1
Neesia,1
Neoscortechinia,1
Oncosperma,1
Orophea,1
Osmelia,1
Cochleanthes,1
Pinanga,1
Pternandra,1
Chysis,1
Ptychopyxis,1
Sandoricum,1
Sarcotheca,1
Scleropyrum,1
Clowesia,1
Trigonostemon,1
Triomma,1
Cleistesiopsis,1
Walsura,1
Phillyrea,1
Pistacia,1
Eumorphia,1
Merciera,1
Edmondia,1
Ehrharta,1
Elegia,1
Lampranthus,1
Lidbeckia,1
Lobostemon,1
Macledium,1
Mairia,1
Mastersiella,1
Oedera,1
Dilatris,1
Oscularia,1
Chaenomeles,1
Pentameris,1
Pseudopentameris,1
Polanisia,1
Phyllosma,1
Printzia,1
Prismatocarpus,1
Pseudoselago,1
Dimorphotheca,1
Diastella,1
Erythrophysa,1
Serissa,1
Myrianthus,1
Stillingia,1
Stenaria,1
Sidneya,1
Stirtonanthus,1
Chrysocoma,1
Felicia,1
Elytropappus,1
Adenandra,1
Amphithalea,1
Cullumia,1
Anthochortus,1
Antimima,1
Schoenorchis,1
Bobartia,1
Calobota,1
Cannomois,1
Capelio,1
Chaenostoma,1
Remusatia,1
Cuitlauzina,1
Cymbidiella,1
Dichaea,1
Phaleria,1
Karrabina,1
Hedraianthera,1
Legnephora,1
Tecomanthe,1
Fontainea,1
Drymophila,1
Ceratopetalum,1
Anopterus,1
Rhodosphaera,1
Planchonia,1
Acradenia,1
Pentaceras,1
Alloxylon,1
Corynocarpus,1
Spartothamnella,1
Mackinlaya,1
Hypserpa,1
Glossocarya,1
Synoum,1
Pennantia,1
Argyrodendron,1
Myoxanthus,1
Galbulimima,1
Leionema,1
Berberidopsis,1
Octomeria,1
Abrophyllum,1
Cyclophyllum,1
Harnieria,1
Trimenia,1
Anthocarapa,1
Archirhodomyrtus,1
Cadellia,1
Santalum,1
Siphonodon,1
Orites,1
Baloghia,1
Linospadix,1
Pleioluma,1
Secamone,1
Neomoorea,1
Hovea,1
Lepiderema,1
Guilandina,1
Argophyllum,1
Listrostachys,1
Glycosmis,1
Syncarpia,1
Romnalda,1
Chaubardia,1
Trichosanthes,1
Sarcomelicope,1
Bouchardatia,1
Gastrorchis,1
Gastrochilus,1
Eulophiella,1
Quintinia,1
Pleogyne,1
Fieldia,1
Eulophia,1
Diplospora,1
Saprosma,1
Evelyna,1
Cheilosa,1
Crypteronia,1
Dinema,1
Dyera,1
Endospermum,1
Hymenosporum,1
Callicoma,1
Pilidiostigma,1
Uromyrtus,1
Kefersteinia,1
Doryphora,1
Petalostigma,1
Pararchidendron,1
Aphananthe,1
Jacquiniella,1
Auranticarpa,1
Rhagodia,1
Dinosperma,1
Einadia,1
Pleiogynium,1
Rhysotoechia,1
Deeringia,1
Exocarpos,1
Amorphospermum,1
Akania,1
Lomatia,1
Streblus,1
Phebalium,1
Everistia,1
Phymosia,1
Seriphium,1
Grosourdya,1
Sonderothamnus,1
Tisonia,1
Ouret,1
Calendula,1
Ismelia,1
Ophrestia,1
Clarkia,1
Jacobaea,1
Laccospadix,1
Matthiola,1
Pellionia,1
Pentas,1
Peperomia,1
Ravenea,1
Rhaphiolepis,1
Rhapis,1
Roystonea,1
Curio,1
Kaliphora,1
Operculina,1
Platycarya,1
Crocanthemum,1
Callianthe,1
Microlaena,1
Acourtia,1
Beaucarnea,1
Cylindropuntia,1
Cyanastrum,1
Dolichandrone,1
Chrysactinia,1
Opilia,1
Cevallia,1
Casimiroa,1
Caryopteris,1
Calyptocarpus,1
Bouvardia,1
Haworthiopsis,1
Baileya,1
Eupatorieae,1
Disperis,1
Bambusa,1
Bergbambos,1
Dendrocalamus,1
Pseudosasa,1
Aspidistra,1
Semiarundinaria,1
Gibasis,1
Claoxylon,1
Petraeovitex,1
Osmanthus,1
Cananga,1
Xerosicyos,1
Macleaya,1
Houttuynia,1
Neohenricia,1
Pieris,1
Iberis,1
Ipheion,1
Hyacinthus,1
Helleborus,1
Abrus,1
Brunnera,1
Sievekingia,1
Domingoa,1
Bessera,1
Thrixspermum,1
Mazus,1
Bellevalia,1
Grammatophyllum,1
Xanthoceras,1
Tinantia,1
Ophiopogon,1
Franklinia,1
Dahlia,1
Adromischus,1
Abroma,1
Alcea,1
Adenophora,1
Galphimia,1
Hakonechloa,1
Abelmoschus,1
Chrysogonum,1
Zenobia,1
Calycanthus,1
Wisteria,1
Amyrea,1
Disporopsis,1
Meehania,1
Nigella,1
Triteleia,1
Cotinus,1
Podranea,1
Engelmannia,1
Santolina,1
Icuria,1
Dasylirion,1
Thespesiopsis,1
Prostanthera,1
Lysidice,1
Geniostoma,1
Gymnanthera,1
Heterostemma,1
Libertia,1
Lygodesmia,1
Ochrosia,1
Nothoalsomitra,1
Lindheimera,1
Limnosciadium,1
Maurandya,1
Sersalisia,1
Adansonia,1
Boophane,1
Kosteletzkya,1
Carpobrotus,1
Ceratotheca,1
Galenia,1
Jefea,1
Harpagophytum,1
Marrubium,1
Daphnandra,1
Itoa,1
Palafoxia,1
Phyllarthron,1
Syncarpha,1
Teedia,1
Wiborgia,1
Ballota,1
Pedilanthus,1
Sinapis,1
Kummerowia,1
Liquidambar,1
Paliavana,1
Menodora,1
Nothoscordum,1
Nolina,1
Neobuxbaumia,1
Nashia,1
Myrcianthes,1
Antirhea,1
Metapanax,1
Australina,1
Mentzelia,1
Cf.,1
Hymenothrix,1
Diaperia,1
Carpodiptera,1
Fortunearia,1
Forestiera,1
Flaveria,1
Cicca,1
Micklethwaitia,1
Farfugium,1
Heterosamara,1
Acridocarpus,1
Saba,1
Flagellaria,1
Pericopsis,1
Elytraria,1
Baissea,1
Multidentia,1
Cremaspora,1
Odyendea,1
Bosqueiopsis,1
Isoberlinia,1
Dracunculus,1
Dichondra,1
Fouquieria,1
Ludia,1
Myrothamnus,1
Synadenium,1
Hymenopappus,1
Pergularia,1
Pouzolzia,1
Ptaeroxylon,1
Hunnemannia,1
Sarcostemma,1
Scadoxus,1
Stapelia,1
Sutherlandia,1
Tulbaghia,1
Alafia,1
Hesperidanthus,1
Hemiphylacus,1
Heimia,1
Empogona,1
Guihaia,1
Griffinia,1
Polyspora,1
Triainolepis,1
Dielsiothamnus,1
Psilostrophe,1
